meeting_id,onset_second,offset_second,peak_second,peak_rmse,alpha_level,ucl,temporal_position,combined_delta,combined_delta_v2,pre_entropy,post_entropy,delta_entropy,z_delta_entropy,pre_pct_det,post_pct_det,delta_pct_det,z_delta_pct_det,pre_rmse,post_rmse,delta_rmse,z_delta_rmse,peak_entropy,entropy_ucl,entropy_lcl,entropy_exceeds_ucl,entropy_below_lcl,entropy_outside_limits,entropy_excess_over_ucl,entropy_excess_z,peak_pct_det,pct_det_ucl,pct_det_lcl,pct_det_exceeds_ucl,pct_det_below_lcl,pct_det_outside_limits,pct_det_excess_over_ucl,pct_det_excess_z,rmse_excess_over_ucl,rmse_excess_z,auxiliary_ucl_corroboration,joint_corroborated
2024.10.25startup_a,3111,3135,3122,0.5069137960602912,0.05,1.773717805244465,0.5937618866489159,0.23125468676689817,0.8745601453093309,1.6539640048705588,1.6129469049571623,0.041017099913396526,0.07999133952978653,96.68099045105315,96.02025708899154,0.660733362061606,0.3825180340040098,0.8080485987093105,0.3704093509927596,0.4376392477165508,2.161171062394196,1.9587451631519053,1.773717805244465,0.08654174645851032,True,False,True,0.18502735790744018,0.3608394118531863,96.04743083003952,100.45667025148093,94.77321108695496,False,False,False,-4.409239421441413,0.0,-0.15500977785795844,0.0,0,False
2024.10.25startup_a,4109,4121,4115,0.3278478816525227,0.05,1.773717805244465,0.7826169646253328,0.3257218412634497,0.37819009496963907,1.5622295922654557,1.3887262119438746,0.17350338032158108,0.3383654094066352,97.89154850362861,98.43233675829434,0.5407882546657277,0.3130782731202642,0.3453025297994831,0.24746892167033915,0.09783360812914396,0.4831266023820179,1.8264095982718984,1.773717805244465,0.08654174645851032,True,False,True,0.05269179302743332,0.10275926663245248,98.22203845358692,100.45667025148093,94.77321108695496,False,False,False,-2.2346317978940107,0.0,-0.3340756922657269,0.0,0,False
2024.10.25startup_a,4717,4723,4720,0.1841765098820636,0.05,1.773717805244465,0.897679726131609,0.29106850632009384,0.34555236888214,1.5323330836348774,1.7478005173361633,0.21546743370128585,0.42020349276770924,93.92109963844388,94.20081162455821,0.2797119861143358,0.1619335198724785,0.2279665744836832,0.13592581219780478,0.09204076228587843,0.4545200940062324,1.7895128308290014,1.773717805244465,0.08654174645851032,True,False,True,0.01579502558453627,0.030803378519738973,94.20081162455818,100.45667025148093,94.77321108695496,False,True,True,-6.255858626922745,0.0,-0.47774706403618605,0.0,1,True
2024.10.28startup_b,713,749,736,0.4631638169273239,0.05,1.776800254765599,0.13574326816672813,0.27483829824763445,0.2307709096967272,1.8101587260050247,1.7590327269652646,0.05112599903976012,0.10555570796591152,98.71428716154772,97.96641846012481,0.7478687014229024,0.4441208885293574,0.342961727827275,0.3761159912506656,0.03315426342339056,0.14263613259491265,1.923537757401148,1.776800254765599,0.1831393900195396,True,False,True,0.14673750263554908,0.30295703295303006,98.3810523159946,100.43493191569166,94.89429129773023,False,False,False,-2.053879599697069,0.0,-0.2472711709325155,0.0,0,False
2024.10.28startup_b,1404,1416,1409,0.2738119657712177,0.05,1.776800254765599,0.2598672076724456,0.16513319999267323,0.14796964615171945,1.5759070955826762,1.7134085575951594,0.13750146201248326,0.2838881281867594,97.78811328647583,97.71001550094023,0.0780977855356042,0.04637827179858708,0.31261867242167907,0.3390336809331011,0.026415008511422033,0.1136425384698119,1.8157264917952989,1.776800254765599,0.1831393900195396,True,False,True,0.038926237029699884,0.08036784777395581,97.97876523790798,100.43493191569166,94.89429129773023,False,False,False,-2.456166677783685,0.0,-0.4366230220886217,0.0,0,False
2024.10.28startup_b,1557,1576,1569,0.3014743095792776,0.05,1.776800254765599,0.2893766137956474,0.2951830893250499,0.27483152989808934,1.7387758309456673,1.4749489341127775,0.26382689683288985,0.5447020185167976,97.63795753309341,97.71485280422904,0.07689527113562633,0.04566416013330223,0.30879647115458086,0.2543757933540733,0.05442067780050758,0.23412841104416823,1.923928046746848,1.776800254765599,0.1831393900195396,True,False,True,0.14712779198124903,0.30376283174367813,97.4454249883883,100.43493191569166,94.89429129773023,False,False,False,-2.989506927303367,0.0,-0.40896067828056176,0.0,0,False
2024.10.28startup_b,1768,1785,1775,0.5008484463799303,0.05,1.776800254765599,0.32736997417926966,0.3388297400721125,0.4208535544526046,1.4896220880846502,1.642570419159378,0.15294833107472772,0.31578002722728327,96.45819875537471,95.84881891417696,0.6093798411977502,0.3618794529169417,0.39754552066424725,0.26159141456134666,0.1359541061029006,0.5849011832135889,1.902921308304606,1.776800254765599,0.1831393900195396,True,False,True,0.12612105353900693,0.26039192085739576,96.22751438351176,100.43493191569166,94.89429129773023,False,False,False,-4.207417532179903,0.0,-0.20958654147990907,0.0,0,False
2024.10.28startup_b,1925,1936,1930,0.308814550329022,0.05,1.776800254765599,0.35595721136112135,0.2424337234235291,0.2533268376048952,1.664198797342358,1.5170080395978596,0.1471907577444984,0.3038928320535446,98.03872259388234,98.34347126401202,0.3047486701296833,0.18097461479351357,0.2881780046364918,0.35212513285968555,0.06394712822319376,0.27511306596762747,1.8212745871349976,1.776800254765599,0.1831393900195396,True,False,True,0.04447433236939857,0.09182255071264712,98.2193418486126,100.43493191569166,94.89429129773023,False,False,False,-2.215590067079063,0.0,-0.4016204375308174,0.0,0,False
2024.10.28startup_b,2140,2147,2143,0.4641320732405143,0.05,1.776800254765599,0.3952416082626337,0.2373245017356089,0.3217265388665844,1.498030130668862,1.4729923595391312,0.025037771129730713,0.05169345748005526,94.46310949464902,93.75088175866601,0.7122277359830065,0.42295554599116253,0.47550881799732586,0.589527481214228,0.11401866321690218,0.49053061312853546,1.872718699644523,1.776800254765599,0.1831393900195396,True,False,True,0.09591844487892409,0.1980350417858866,94.2528735632184,100.43493191569166,94.89429129773023,False,True,True,-6.182058352473263,0.0,-0.24630291461932508,0.0,1,True
2024.10.28startup_b,4339,4360,4350,0.1962843219131707,0.05,1.776800254765599,0.8022869789745481,0.1648202802370367,0.3657798469678051,1.7178103501533577,1.590817002999721,0.12699334715363664,0.26219287480989995,98.73282750022231,98.61925028646262,0.11357721375969732,0.06744768566417347,0.20834608344191366,0.029902558901690954,0.17844352454022272,0.7676989804293419,1.917172837033573,1.776800254765599,0.1831393900195396,True,False,True,0.140372582267974,0.28981589755881426,98.71501064003928,100.43493191569166,94.89429129773023,False,False,False,-1.719921275652382,0.0,-0.5141506659466687,0.0,0,False
2024.10.28startup_b,4579,4603,4589,1.3594226508354936,0.05,1.776800254765599,0.8463666543710808,0.5676748103679314,1.7056265224519844,1.6899807778985227,1.7223416506821214,0.03236087278359867,0.06681287214380041,98.25574377162538,96.45640217065186,1.79934160097352,1.0685367485920625,0.4523920268975376,1.37785663587747,0.9254646089799323,3.9815299466200895,1.94297439604414,1.776800254765599,0.1831393900195396,True,False,True,0.1661741412785409,0.3430862859939937,98.05228419826582,100.43493191569166,94.89429129773023,False,False,False,-2.38264771742584,0.0,0.6489876629756542,2.792071992869242,1,False
2024.11.04startup_a,1256,1273,1265,0.1407096006397486,0.05,1.5589082730299877,0.2405857740585774,0.13440025939117667,0.17149571248148696,1.5270567063601266,1.5139085308029236,0.013148175557202935,0.02866771668056835,99.18183828573768,99.38691458565113,0.20507629991344345,0.240132802101785,0.18355764772588187,0.23232132759373222,0.04876367986785035,0.24568661866210753,1.8463075662318311,1.5589082730299877,0.04983331113236111,True,False,True,0.28739929320184343,0.6266330621964082,99.2616638024314,99.59203461477995,96.78205992954551,False,False,False,-0.3303708123485478,0.0,-0.4651355933100032,0.0,0,False
2024.11.04startup_a,1967,1972,1969,0.2000432924582483,0.05,1.5589082730299877,0.37447698744769875,0.3835910143400695,0.9055177747536104,1.2259163813218448,1.421028359776653,0.19511197845480832,0.42541376900488476,97.63874335023522,97.3468691476748,0.29187420256042174,0.34176825967525426,0.5978503878434018,0.21094076159303046,0.3869096262503714,1.949371295580692,1.5732230293875171,1.5589082730299877,0.04983331113236111,True,False,True,0.014314756357529435,0.031211279300587494,97.29033768361911,99.59203461477995,96.78205992954551,False,False,False,-2.3016969311608335,0.0,-0.40580190149150347,0.0,0,False
