meeting_id,second,composite_score,threshold,rank_within_meeting,valid_metric_count,entropy_shift,pct_det_shift,rmse_shift,entropy_shift_z,pct_det_shift_z,rmse_shift_z,top_contributors
2024.11.04startup_b,2430,2.392647821952005,2.0691323907873214,4,3,0.35972787228253544,-1.323664686089728,0.265284579532756,1.189113122174015,-4.302323969731862,1.6865063739501371,pct_det:decrease; rmse:increase; entropy:increase
2024.11.04startup_b,366,2.33106229762992,2.0691323907873214,5,3,0.8557647855281837,-0.7031184611948333,-0.29556726969894875,2.8288081474174906,-2.285354773719825,-1.879023971752444,entropy:increase; pct_det:decrease; rmse:decrease
2024.11.04startup_b,1744,2.2399445587145252,2.0691323907873214,6,3,0.8019202506213393,0.555715358121688,0.3559290655218442,2.6508201516338405,1.8062486147137364,2.262764909795999,entropy:increase; rmse:increase; pct_det:increase
2024.11.04startup_b,2941,2.215441472047718,2.0691323907873214,7,3,0.15312628993777722,-1.2638105297391888,-0.3196887032870056,0.5061728454886641,-4.107779252885387,-2.032372317769102,pct_det:decrease; rmse:decrease; entropy:increase
2024.11.04startup_b,766,2.079464937287503,2.0691323907873214,8,3,1.262860621369502,-0.37968369942906577,-0.13052671455387282,4.174500371124595,-1.2340907014719622,-0.8298037392659515,entropy:increase; pct_det:decrease; rmse:decrease
2024.11.11startup_a,5085,3.509769187262577,2.272763042184392,1,3,-0.1166846232558143,-1.695693598018977,0.5044389026299199,-0.286602110972795,-6.296061773922453,3.946643676892483,pct_det:decrease; rmse:increase; entropy:decrease
2024.11.11startup_a,4335,3.1519972200969293,2.272763042184392,2,3,0.6706495078952719,-1.042322345140164,-0.5034135662060022,1.6472570191554643,-3.8701130210133337,-3.93862162012199,rmse:decrease; pct_det:decrease; entropy:increase
2024.11.11startup_a,2954,2.88428126031032,2.272763042184392,3,3,0.3247366048624152,0.7722330948106588,0.6375321705712823,0.7976217762615004,2.8672793684397755,4.9879426362296835,rmse:increase; pct_det:increase; entropy:increase
2024.11.11startup_a,2679,2.866697667708183,2.272763042184392,4,3,0.14772617338178717,-0.8649551616279894,-0.6423571606233555,0.3628467226939743,-3.211553747472458,-5.025692532958117,rmse:decrease; pct_det:decrease; entropy:increase
2024.11.11startup_a,2350,2.8379038839105353,2.272763042184392,5,3,0.5407725060831372,1.055048986349746,-0.4177102249346621,1.328251636547602,3.9173666754021257,-3.268093339781879,pct_det:increase; rmse:decrease; entropy:increase
2024.11.11startup_a,3227,2.7175716234691834,2.272763042184392,6,3,-0.2960802049623297,-1.2999065943220671,0.33218560059019303,-0.7272355979024264,-4.826515962401656,2.5989633101034673,pct_det:decrease; rmse:increase; entropy:decrease
2024.11.11startup_a,4632,2.6757145039571064,2.272763042184392,7,3,0.6026447402779527,0.9149552391025964,-0.4025801190976882,1.48022292836007,3.397202603403039,-3.1497179801082114,pct_det:increase; rmse:decrease; entropy:increase
2024.11.11startup_a,3292,2.510453020549343,2.272763042184392,8,3,0.6762002737805983,-0.9764152031268907,0.28695240136474337,1.6608908740359194,-3.625401689943247,2.245066497668862,pct_det:decrease; rmse:increase; entropy:increase
2024.11.11startup_a,2752,2.4148642400417213,2.272763042184392,9,3,-0.7723983048640839,0.6306823691655268,0.38417424380153387,-1.8971735821654132,2.341705577368986,3.005713560590765,rmse:increase; pct_det:increase; entropy:decrease
